Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
enriched in antigen presentation (II),B cell surface signature,3,24,12.5,4.560344580675551e-25,24.34100234070573
enriched in antigen presentation (III),regulation of antigen presentation and immune response,6,81,7.41,7.086700290771034e-9,8.149555933940427
enriched in antigen presentation (III),regulation of antigen presentation and immune response,6,81,7.41,7.086700290771034e-9,8.149555933940427
enriched in antigen presentation (III),T cell activation and signaling,3,25,12,2.456162895867145e-7,6.609742833609766
enriched in antigen presentation (III),T cell activation and signaling,3,25,12,2.456162895867145e-7,6.609742833609766
enriched in antigen presentation (III),antigen presentation (lipids and proteins),2,11,18.18,4.206488087225747e-5,4.3760803366686005
enriched in antigen presentation (III),antigen presentation (lipids and proteins),2,11,18.18,4.206488087225747e-5,4.3760803366686005
enriched in antigen presentation (III),enriched in antigen presentation (I),2,18,11.11,5.090833191214225e-7,6.293211133039671
enriched in antigen presentation (III),enriched in antigen presentation (I),2,18,11.11,5.090833191214225e-7,6.293211133039671
enriched in antigen presentation (III),MHC-TLR7-TLR8 cluster,2,15,13.33,1.7535092103071284e-6,5.7560919486447215
enriched in antigen presentation (III),MHC-TLR7-TLR8 cluster,2,15,13.33,1.7535092103071284e-6,5.7560919486447215
enriched in antigen presentation (III),antigen processing and presentation,2,15,13.33,4.2064880872257395e-5,4.376080336668601
enriched in antigen presentation (III),antigen processing and presentation,2,15,13.33,4.2064880872257395e-5,4.376080336668601
enriched in antigen presentation (III),B cell surface signature,2,15,13.33,4.2177545369938585e-18,17.374918698738554
enriched in antigen presentation (III),B cell surface signature,2,15,13.33,4.2177545369938585e-18,17.374918698738554
viral sensing & immunity; IRF2 targets network (I),enriched in monocytes (II),4,189,2.12,2.35807405276119e-17,16.62744256047903
viral sensing & immunity; IRF2 targets network (I),enriched in monocytes (II),4,189,2.12,2.35807405276119e-17,16.62744256047903
viral sensing & immunity; IRF2 targets network (I),TLR and inflammatory signaling,2,45,4.44,2.5566750378463653e-12,11.592324468781946
viral sensing & immunity; IRF2 targets network (I),TLR and inflammatory signaling,2,45,4.44,2.5566750378463653e-12,11.592324468781946
viral sensing & immunity; IRF2 targets network (I),immune activation - generic cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
viral sensing & immunity; IRF2 targets network (I),immune activation - generic cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
viral sensing & immunity; IRF2 targets network (I),enriched in myeloid cells and monocytes,2,35,5.71,6.042216678832774e-11,10.218803704628098
viral sensing & immunity; IRF2 targets network (I),enriched in myeloid cells and monocytes,2,35,5.71,6.042216678832774e-11,10.218803704628098
viral sensing & immunity; IRF2 targets network (I),viral sensing & immunity; IRF2 targets network (II),6,17,35.29,0.035087719298245584,1.4548448600085107
viral sensing & immunity; IRF2 targets network (I),viral sensing & immunity; IRF2 targets network (II),6,17,35.29,0.035087719298245584,1.4548448600085107
viral sensing & immunity; IRF2 targets network (I),enriched in monocytes (IV),2,17,11.76,1.1770264773652735e-13,12.929213767535243
viral sensing & immunity; IRF2 targets network (I),enriched in monocytes (IV),2,17,11.76,1.1770264773652735e-13,12.929213767535243
viral sensing & immunity; IRF2 targets network (I),type I interferon response,2,17,11.76,7.823348784447172e-6,5.106607307388622
viral sensing & immunity; IRF2 targets network (I),type I interferon response,2,17,11.76,7.823348784447172e-6,5.106607307388622
viral sensing & immunity; IRF2 targets network (I),Activated (LPS) dendritic cell surface signature,2,17,11.76,3.034778512897887e-11,10.517872999526553
viral sensing & immunity; IRF2 targets network (I),Activated (LPS) dendritic cell surface signature,2,17,11.76,3.034778512897887e-11,10.517872999526553
viral sensing & immunity; IRF2 targets network (II),innate activation by cytosolic DNA sensing,3,11,27.27,0.0033605884999073805,2.4735846631213083
viral sensing & immunity; IRF2 targets network (II),innate activation by cytosolic DNA sensing,3,11,27.27,0.0033605884999073805,2.4735846631213083
viral sensing & immunity; IRF2 targets network (II),RIG-1 like receptor signaling,2,10,20,7.144558228149571e-4,3.1460246199182764
viral sensing & immunity; IRF2 targets network (II),RIG-1 like receptor signaling,2,10,20,7.144558228149571e-4,3.1460246199182764
viral sensing & immunity; IRF2 targets network (II),antiviral IFN signature,2,22,9.09,2.7281644537532695e-6,5.564129453955115
viral sensing & immunity; IRF2 targets network (II),antiviral IFN signature,2,22,9.09,2.7281644537532695e-6,5.564129453955115
viral sensing & immunity; IRF2 targets network (II),viral sensing & immunity; IRF2 targets network (I),6,17,35.29,0.035087719298245584,1.4548448600085107
viral sensing & immunity; IRF2 targets network (II),viral sensing & immunity; IRF2 targets network (I),6,17,35.29,0.035087719298245584,1.4548448600085107
viral sensing & immunity; IRF2 targets network (II),type I interferon response,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
viral sensing & immunity; IRF2 targets network (II),type I interferon response,2,11,18.18,2.2114108801415331e-4,3.6553305580093403
complement activation (I),enriched in monocytes (II),2,189,1.06,6.833016669838236e-21,20.16538751977052
complement activation (I),enriched in monocytes (II),2,189,1.06,6.833016669838236e-21,20.16538751977052
complement activation (I),"cell activation (IL15, IL23, TNF)",2,15,13.33,1.7535092103071284e-6,5.7560919486447215
complement activation (I),"cell activation (IL15, IL23, TNF)",2,15,13.33,1.7535092103071284e-6,5.7560919486447215
complement activation (I),immune activation - generic cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
complement activation (I),immune activation - generic cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
complement activation (I),complement and other receptors in DCs,3,13,23.08,3.390117806593779e-5,4.469785209801447
complement activation (I),complement and other receptors in DCs,3,13,23.08,3.390117806593779e-5,4.469785209801447
complement activation (I),activated dendritic cells,3,12,25,7.041013906002474e-5,4.1523647979492955
complement activation (I),activated dendritic cells,3,12,25,7.041013906002474e-5,4.1523647979492955
complement activation (I),antiviral IFN signature,2,22,9.09,1.4523397992953525e-8,7.837931761257142
complement activation (I),antiviral IFN signature,2,22,9.09,1.4523397992953525e-8,7.837931761257142
complement activation (II),enriched in myeloid cells and monocytes,2,35,5.71,3.1032660820402883e-7,6.5081809852899655
complement activation (II),enriched in myeloid cells and monocytes,2,35,5.71,3.1032660820402883e-7,6.5081809852899655
cytokines - recepters cluster,"cell activation (IL15, IL23, TNF)",2,15,13.33,4.2064880872257395e-5,4.376080336668601
cytokines - recepters cluster,"cell activation (IL15, IL23, TNF)",2,15,13.33,4.2064880872257395e-5,4.376080336668601
cytokines - recepters cluster,signaling in T cells (I),2,14,14.29,6.730380939561178e-5,4.171960354012677
cytokines - recepters cluster,signaling in T cells (I),2,14,14.29,6.730380939561178e-5,4.171960354012677
cytokines - recepters cluster,signaling in T cells (II),2,11,18.18,3.3341271731364544e-4,3.4770178389597026
cytokines - recepters cluster,signaling in T cells (II),2,11,18.18,3.3341271731364544e-4,3.4770178389597026
cytokines - recepters cluster,T cell signaling and costimulation,2,10,20,7.144558228149571e-4,3.1460246199182764
cytokines - recepters cluster,T cell signaling and costimulation,2,10,20,7.144558228149571e-4,3.1460246199182764
cytokines - recepters cluster,"immuregulation - monocytes, T and B cells",2,13,15.38,2.2114108801415326e-4,3.6553305580093403
cytokines - recepters cluster,"immuregulation - monocytes, T and B cells",2,13,15.38,2.2114108801415326e-4,3.6553305580093403
cytokines - recepters cluster,"myeloid cell cytokines, metallopeptidases and laminins",3,11,27.27,0.0033605884999073805,2.4735846631213083
cytokines - recepters cluster,"myeloid cell cytokines, metallopeptidases and laminins",3,11,27.27,0.0033605884999073805,2.4735846631213083
enriched in monocytes (IV),myeloid cell enriched receptors and transporters,3,31,9.68,1.9715655197023564e-19,18.705188785736397
enriched in monocytes (IV),myeloid cell enriched receptors and transporters,3,31,9.68,1.9715655197023564e-19,18.705188785736397
enriched in monocytes (IV),regulation of antigen presentation and immune response,6,81,7.41,2.9180011300008897e-30,29.53491454426126
enriched in monocytes (IV),regulation of antigen presentation and immune response,6,81,7.41,2.9180011300008897e-30,29.53491454426126
enriched in monocytes (IV),TLR and inflammatory signaling,6,45,13.33,6.789726933092904e-21,20.168147691674676
enriched in monocytes (IV),TLR and inflammatory signaling,6,45,13.33,6.789726933092904e-21,20.168147691674676
enriched in monocytes (IV),TLR8-BAFF network,3,10,30,1.9316946587251855e-7,6.714061521042065
enriched in monocytes (IV),TLR8-BAFF network,3,10,30,1.9316946587251855e-7,6.714061521042065
enriched in monocytes (IV),immune activation - generic cluster,39,347,11.24,2.300990712089847e-16,15.638085134350161
enriched in monocytes (IV),immune activation - generic cluster,39,347,11.24,2.300990712089847e-16,15.638085134350161
enriched in monocytes (IV),enriched in neutrophils (I),3,52,5.77,4.7528029291434495e-27,26.32305019297642
enriched in monocytes (IV),enriched in neutrophils (I),3,52,5.77,4.7528029291434495e-27,26.32305019297642
enriched in monocytes (IV),inflammasome receptors and signaling,2,12,16.67,2.661347405821148e-10,9.574898430002104
enriched in monocytes (IV),inflammasome receptors and signaling,2,12,16.67,2.661347405821148e-10,9.574898430002104
enriched in monocytes (IV),"CCR1, 7 and cell signaling",2,10,20,8.915513809500843e-9,8.049853622965259
enriched in monocytes (IV),"CCR1, 7 and cell signaling",2,10,20,8.915513809500843e-9,8.049853622965259
enriched in monocytes (IV),enriched in antigen presentation (I),2,18,11.11,2.902257067476026e-14,13.53726412255239
enriched in monocytes (IV),enriched in antigen presentation (I),2,18,11.11,2.902257067476026e-14,13.53726412255239
enriched in monocytes (IV),enriched in monocytes (III),3,12,25,5.943675873000565e-9,8.22594488202094
enriched in monocytes (IV),enriched in monocytes (III),3,12,25,5.943675873000565e-9,8.22594488202094
enriched in monocytes (IV),antiviral IFN signature,2,22,9.09,1.5687876040410906e-16,15.804435850955405
enriched in monocytes (IV),antiviral IFN signature,2,22,9.09,1.5687876040410906e-16,15.804435850955405
enriched in monocytes (IV),enriched in myeloid cells and monocytes,3,35,8.57,4.227968190526101e-21,20.373868288803344
enriched in monocytes (IV),enriched in myeloid cells and monocytes,3,35,8.57,4.227968190526101e-21,20.373868288803344
enriched in monocytes (IV),viral sensing & immunity; IRF2 targets network (I),2,17,11.76,1.1770264773652735e-13,12.929213767535243
enriched in monocytes (IV),viral sensing & immunity; IRF2 targets network (I),2,17,11.76,1.1770264773652735e-13,12.929213767535243
enriched in monocytes (IV),enriched in monocytes (surface),13,57,22.81,0.004560653821463822,2.3409728918313735
enriched in monocytes (IV),enriched in monocytes (surface),13,57,22.81,0.004560653821463822,2.3409728918313735
enriched in monocytes (IV),enriched in dendritic cells,3,57,5.26,1.8380961427348185e-13,12.735631776319224
enriched in monocytes (IV),enriched in dendritic cells,3,57,5.26,1.8380961427348185e-13,12.735631776319224
enriched in monocytes (IV),Monocyte surface signature,14,57,24.56,1.0083771297381797e-23,22.99637701279839
enriched in monocytes (IV),Monocyte surface signature,14,57,24.56,1.0083771297381797e-23,22.99637701279839
enriched in monocytes (IV),Resting dendritic cell surface signature,2,57,3.51,7.77377857232563e-35,34.109367833937156
enriched in monocytes (IV),Resting dendritic cell surface signature,2,57,3.51,7.77377857232563e-35,34.109367833937156
enriched in monocytes (surface),regulation of antigen presentation and immune response,2,81,2.47,1.039634326912985e-15,14.983119389287637
enriched in monocytes (surface),regulation of antigen presentation and immune response,2,81,2.47,1.039634326912985e-15,14.983119389287637
enriched in monocytes (surface),TLR8-BAFF network,2,10,20,4.1605991262741844e-5,4.380844126464665
enriched in monocytes (surface),TLR8-BAFF network,2,10,20,4.1605991262741844e-5,4.380844126464665
enriched in monocytes (surface),immune activation - generic cluster,8,347,2.31,1.0635775901933018e-13,12.973230821921442
enriched in monocytes (surface),immune activation - generic cluster,8,347,2.31,1.0635775901933018e-13,12.973230821921442
enriched in monocytes (surface),enriched in monocytes (IV),13,57,22.81,0.004560653821463822,2.3409728918313735
enriched in monocytes (surface),enriched in monocytes (IV),13,57,22.81,0.004560653821463822,2.3409728918313735
enriched in monocytes (surface),Monocyte surface signature,13,17,76.47,6.588636539803112e-4,3.181204449519038
enriched in monocytes (surface),Monocyte surface signature,13,17,76.47,6.588636539803112e-4,3.181204449519038
enriched in monocytes (surface),Resting dendritic cell surface signature,2,17,11.76,2.9697128184103303e-15,14.52728554644373
enriched in monocytes (surface),Resting dendritic cell surface signature,2,17,11.76,2.9697128184103303e-15,14.52728554644373
enriched in activated dendritic cells (I),enriched in monocytes (II),4,189,2.12,1.6680403719807228e-10,9.777793442237687
enriched in activated dendritic cells (I),enriched in monocytes (II),4,189,2.12,1.6680403719807228e-10,9.777793442237687
enriched in activated dendritic cells (I),immune activation - generic cluster,2,347,0.58,2.4062841407088285e-16,15.618653091270534
enriched in activated dendritic cells (I),immune activation - generic cluster,2,347,0.58,2.4062841407088285e-16,15.618653091270534
enriched in activated dendritic cells (I),"myeloid, dendritic cell activation via NFkB (II)",2,14,14.29,6.730380939561178e-5,4.171960354012677
enriched in activated dendritic cells (I),"myeloid, dendritic cell activation via NFkB (II)",2,14,14.29,6.730380939561178e-5,4.171960354012677
enriched in activated dendritic cells (I),enriched in monocytes (III),2,12,16.67,2.2114108801415302e-4,3.655330558009341
enriched in activated dendritic cells (I),enriched in monocytes (III),2,12,16.67,2.2114108801415302e-4,3.655330558009341
enriched in activated dendritic cells (I),DC surface signature,3,11,27.27,2.1286059481436844e-9,8.671904728597465
enriched in activated dendritic cells (I),DC surface signature,3,11,27.27,2.1286059481436844e-9,8.671904728597465
enriched in activated dendritic cells (I),Resting dendritic cell surface signature,4,11,36.36,8.680197497408815e-8,7.061470393365091
enriched in activated dendritic cells (I),Resting dendritic cell surface signature,4,11,36.36,8.680197497408815e-8,7.061470393365091
enriched in B cell differentiation,immune activation - generic cluster,7,347,2.02,6.664269928629539e-10,9.17624742064386
enriched in B cell differentiation,immune activation - generic cluster,7,347,2.02,6.664269928629539e-10,9.17624742064386
enriched in B cell differentiation,enriched in B cells (I),2,53,3.77,1.0489569993077454e-10,9.979242314805619
enriched in B cell differentiation,enriched in B cells (I),2,53,3.77,1.0489569993077454e-10,9.979242314805619
enriched in B cell differentiation,"T & B cell development, activation",6,44,13.64,1.482183992931123e-5,4.829097881272479
enriched in B cell differentiation,"T & B cell development, activation",6,44,13.64,1.482183992931123e-5,4.829097881272479
double positive thymocytes,regulation of antigen presentation and immune response,3,81,3.7,4.450047278349159e-11,10.351635374947815
double positive thymocytes,regulation of antigen presentation and immune response,3,81,3.7,4.450047278349159e-11,10.351635374947815
double positive thymocytes,T cell activation and signaling,2,25,8,1.298257530672632e-7,6.886639149557028
double positive thymocytes,T cell activation and signaling,2,25,8,1.298257530672632e-7,6.886639149557028
double positive thymocytes,enriched in T cells (I),4,62,6.45,9.600681540861798e-9,8.017697935821968
double positive thymocytes,enriched in T cells (I),4,62,6.45,9.600681540861798e-9,8.017697935821968
double positive thymocytes,T cell activation (I),2,50,4,1.865608487115083e-10,9.729179491203421
double positive thymocytes,T cell activation (I),2,50,4,1.865608487115083e-10,9.729179491203421
double positive thymocytes,CD28 costimulation,2,10,20,2.2114108801415375e-4,3.6553305580093394
double positive thymocytes,CD28 costimulation,2,10,20,2.2114108801415375e-4,3.6553305580093394
double positive thymocytes,T cell differentiation,3,12,25,4.6238591130232e-4,3.334995407149973
double positive thymocytes,T cell differentiation,3,12,25,4.6238591130232e-4,3.334995407149973
double positive thymocytes,immune activation - generic cluster,6,347,1.73,1.317793488712057e-11,10.88015264265539
double positive thymocytes,immune activation - generic cluster,6,347,1.73,1.317793488712057e-11,10.88015264265539
double positive thymocytes,"T & B cell development, activation",3,44,6.82,1.1951169109265594e-8,7.922589608283412
double positive thymocytes,"T & B cell development, activation",3,44,6.82,1.1951169109265594e-8,7.922589608283412
double positive thymocytes,Monocyte surface signature,2,13,15.38,3.1306972316690873e-13,12.504358930777657
double positive thymocytes,Monocyte surface signature,2,13,15.38,3.1306972316690873e-13,12.504358930777657
type I interferon response,activated dendritic cells,5,12,41.67,0.017404937683575462,1.7593275273195237
type I interferon response,activated dendritic cells,5,12,41.67,0.017404937683575462,1.7593275273195237
type I interferon response,RIG-1 like receptor signaling,2,10,20,7.144558228149557e-4,3.1460246199182773
type I interferon response,RIG-1 like receptor signaling,2,10,20,7.144558228149557e-4,3.1460246199182773
type I interferon response,antiviral IFN signature,6,22,27.27,0.002452619843924193,2.6103697622218855
type I interferon response,antiviral IFN signature,6,22,27.27,0.002452619843924193,2.6103697622218855
type I interferon response,viral sensing & immunity; IRF2 targets network (I),2,17,11.76,7.823348784447172e-6,5.106607307388622
type I interferon response,viral sensing & immunity; IRF2 targets network (I),2,17,11.76,7.823348784447172e-6,5.106607307388622
type I interferon response,viral sensing & immunity; IRF2 targets network (II),2,11,18.18,2.2114108801415331e-4,3.6553305580093403
type I interferon response,viral sensing & immunity; IRF2 targets network (II),2,11,18.18,2.2114108801415331e-4,3.6553305580093403
type I interferon response,innate antiviral response,5,12,41.67,0.017404937683575462,1.7593275273195237
type I interferon response,innate antiviral response,5,12,41.67,0.017404937683575462,1.7593275273195237
type I interferon response,enriched in activated dendritic cells (II),5,12,41.67,2.9356897136101276e-5,4.532289848888171
type I interferon response,enriched in activated dendritic cells (II),5,12,41.67,2.9356897136101276e-5,4.532289848888171
recruitment of neutrophils,enriched in monocytes (II),4,189,2.12,1.6680403719807228e-10,9.777793442237687
recruitment of neutrophils,enriched in monocytes (II),4,189,2.12,1.6680403719807228e-10,9.777793442237687
recruitment of neutrophils,TLR and inflammatory signaling,3,45,6.67,1.861624418943298e-7,6.730107933039561
recruitment of neutrophils,TLR and inflammatory signaling,3,45,6.67,1.861624418943298e-7,6.730107933039561
recruitment of neutrophils,immune activation - generic cluster,3,347,0.86,2.8554571803078166e-14,13.54432434801732
recruitment of neutrophils,immune activation - generic cluster,3,347,0.86,2.8554571803078166e-14,13.54432434801732
recruitment of neutrophils,enriched in neutrophils (I),8,52,15.38,0.006289308176100628,2.2013971243204513
recruitment of neutrophils,enriched in neutrophils (I),8,52,15.38,0.006289308176100628,2.2013971243204513
recruitment of neutrophils,Monocyte surface signature,5,11,45.45,3.875668552825363e-7,6.411653370897311
recruitment of neutrophils,Monocyte surface signature,5,11,45.45,3.875668552825363e-7,6.411653370897311
MHC-TLR7-TLR8 cluster,regulation of antigen presentation and immune response,8,81,9.88,3.442111569803072e-8,7.463175056912428
MHC-TLR7-TLR8 cluster,regulation of antigen presentation and immune response,8,81,9.88,3.442111569803072e-8,7.463175056912428
MHC-TLR7-TLR8 cluster,T cell activation and signaling,3,25,12,4.5079372987575045e-8,7.346022133218877
MHC-TLR7-TLR8 cluster,T cell activation and signaling,3,25,12,4.5079372987575045e-8,7.346022133218877
MHC-TLR7-TLR8 cluster,TLR and inflammatory signaling,2,45,4.44,2.5566750378463653e-12,11.592324468781946
MHC-TLR7-TLR8 cluster,TLR and inflammatory signaling,2,45,4.44,2.5566750378463653e-12,11.592324468781946
MHC-TLR7-TLR8 cluster,antigen presentation (lipids and proteins),3,11,27.27,1.5255530129672001e-4,3.8165726960261033
MHC-TLR7-TLR8 cluster,antigen presentation (lipids and proteins),3,11,27.27,1.5255530129672001e-4,3.8165726960261033
MHC-TLR7-TLR8 cluster,immune activation - generic cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
MHC-TLR7-TLR8 cluster,immune activation - generic cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
MHC-TLR7-TLR8 cluster,complement and other receptors in DCs,3,13,23.08,3.390117806593779e-5,4.469785209801447
MHC-TLR7-TLR8 cluster,complement and other receptors in DCs,3,13,23.08,3.390117806593779e-5,4.469785209801447
MHC-TLR7-TLR8 cluster,enriched in antigen presentation (I),8,18,44.44,0.008834338811455513,2.053825948848978
MHC-TLR7-TLR8 cluster,enriched in antigen presentation (I),8,18,44.44,0.008834338811455513,2.053825948848978
MHC-TLR7-TLR8 cluster,enriched in antigen presentation (II),3,24,12.5,7.032382186061756e-8,7.152897534864413
MHC-TLR7-TLR8 cluster,enriched in antigen presentation (II),3,24,12.5,7.032382186061756e-8,7.152897534864413
MHC-TLR7-TLR8 cluster,enriched in antigen presentation (III),2,15,13.33,1.7535092103071284e-6,5.7560919486447215
MHC-TLR7-TLR8 cluster,enriched in antigen presentation (III),2,15,13.33,1.7535092103071284e-6,5.7560919486447215
MHC-TLR7-TLR8 cluster,antigen processing and presentation,2,17,11.76,1.7602534765006188e-5,4.754424789277258
MHC-TLR7-TLR8 cluster,antigen processing and presentation,2,17,11.76,1.7602534765006188e-5,4.754424789277258
MHC-TLR7-TLR8 cluster,B cell surface signature,3,17,17.65,2.0896707359969356e-18,17.67992213915445
MHC-TLR7-TLR8 cluster,B cell surface signature,3,17,17.65,2.0896707359969356e-18,17.67992213915445
MHC-TLR7-TLR8 cluster,Monocyte surface signature,2,17,11.76,1.339335473336077e-16,15.873110628387094
MHC-TLR7-TLR8 cluster,Monocyte surface signature,2,17,11.76,1.339335473336077e-16,15.873110628387094
MHC-TLR7-TLR8 cluster,DC surface signature,2,17,11.76,8.788661320295268e-16,15.05607727117017
MHC-TLR7-TLR8 cluster,DC surface signature,2,17,11.76,8.788661320295268e-16,15.05607727117017
innate antiviral response,activated dendritic cells,3,12,25,0.0011193141224100968,2.9510480167022224
innate antiviral response,activated dendritic cells,3,12,25,0.0011193141224100968,2.9510480167022224
innate antiviral response,antiviral IFN signature,5,22,22.73,5.074385883981085e-4,3.2946165097371987
innate antiviral response,antiviral IFN signature,5,22,22.73,5.074385883981085e-4,3.2946165097371987
innate antiviral response,type I interferon response,5,12,41.67,0.017404937683575462,1.7593275273195237
innate antiviral response,type I interferon response,5,12,41.67,0.017404937683575462,1.7593275273195237
innate antiviral response,enriched in activated dendritic cells (II),2,12,16.67,2.0688440546935296e-8,7.684272244345646
innate antiviral response,enriched in activated dendritic cells (II),2,12,16.67,2.0688440546935296e-8,7.684272244345646
"plasma cells & B cells, immunoglobulins",immune activation - generic cluster,2,347,0.58,1.9479084915022012e-53,52.71043144918693
"plasma cells & B cells, immunoglobulins",immune activation - generic cluster,2,347,0.58,1.9479084915022012e-53,52.71043144918693
"plasma cells & B cells, immunoglobulins",enriched in B cells (I),16,53,30.19,1.966122159767605e-10,9.7063895019338
"plasma cells & B cells, immunoglobulins",enriched in B cells (I),16,53,30.19,1.966122159767605e-10,9.7063895019338
"plasma cells & B cells, immunoglobulins",enriched in B cells (III),6,37,16.22,6.982815746449736e-15,14.15596941741135
"plasma cells & B cells, immunoglobulins",enriched in B cells (III),6,37,16.22,6.982815746449736e-15,14.15596941741135
"plasma cells & B cells, immunoglobulins",enriched in B cells (IV),2,16,12.5,1.5595261995561987e-11,10.807007324833027
"plasma cells & B cells, immunoglobulins",enriched in B cells (IV),2,16,12.5,1.5595261995561987e-11,10.807007324833027
"plasma cells & B cells, immunoglobulins","immuregulation - monocytes, T and B cells",2,13,15.38,8.148524392681047e-10,9.088921030049939
"plasma cells & B cells, immunoglobulins","immuregulation - monocytes, T and B cells",2,13,15.38,8.148524392681047e-10,9.088921030049939
"plasma cells & B cells, immunoglobulins",enriched in B cells (VI),7,20,35,4.101776694289897e-8,7.3870279868436874
"plasma cells & B cells, immunoglobulins",enriched in B cells (VI),7,20,35,4.101776694289897e-8,7.3870279868436874
"plasma cells & B cells, immunoglobulins","plasma cells, immunoglobulins",23,43,53.49,0.001979125605048491,2.7035266424543263
"plasma cells & B cells, immunoglobulins","plasma cells, immunoglobulins",23,43,53.49,0.001979125605048491,2.7035266424543263
"plasma cells & B cells, immunoglobulins",B cell surface signature,9,43,20.93,1.0934139404242133e-30,29.961215393394237
"plasma cells & B cells, immunoglobulins",B cell surface signature,9,43,20.93,1.0934139404242133e-30,29.961215393394237
"plasma cells & B cells, immunoglobulins",Memory B cell surface signature,3,43,6.98,9.545886187901194e-19,18.020183747872682
"plasma cells & B cells, immunoglobulins",Memory B cell surface signature,3,43,6.98,9.545886187901194e-19,18.020183747872682
"plasma cells, immunoglobulins",enriched in B cells (I),6,53,11.32,5.597862521204088e-17,16.251977771646136
"plasma cells, immunoglobulins",enriched in B cells (I),6,53,11.32,5.597862521204088e-17,16.251977771646136
"plasma cells, immunoglobulins",enriched in B cells (II),7,43,16.28,1.456415855688094e-13,12.836714601641168
"plasma cells, immunoglobulins",enriched in B cells (II),7,43,16.28,1.456415855688094e-13,12.836714601641168
"plasma cells, immunoglobulins",enriched in B cells (III),10,37,27.03,1.0676819356837889e-9,8.971558105126277
"plasma cells, immunoglobulins",enriched in B cells (III),10,37,27.03,1.0676819356837889e-9,8.971558105126277
"plasma cells, immunoglobulins",enriched in B cells (IV),2,16,12.5,1.2795282378704567e-10,9.892950125239087
"plasma cells, immunoglobulins",enriched in B cells (IV),2,16,12.5,1.2795282378704567e-10,9.892950125239087
"plasma cells, immunoglobulins","plasma cells & B cells, immunoglobulins",23,43,53.49,0.001979125605048491,2.7035266424543263
"plasma cells, immunoglobulins","plasma cells & B cells, immunoglobulins",23,43,53.49,0.001979125605048491,2.7035266424543263
enriched in NK cells (III),enriched in T cells (I),4,62,6.45,1.866799188500906e-9,8.728902396574998
enriched in NK cells (III),enriched in T cells (I),4,62,6.45,1.866799188500906e-9,8.728902396574998
enriched in NK cells (III),T cell activation (I),3,50,6,8.706172939870366e-10,9.060172710244847
enriched in NK cells (III),T cell activation (I),3,50,6,8.706172939870366e-10,9.060172710244847
enriched in NK cells (III),enriched in NK cells (II),2,24,8.33,7.27024217176677e-8,7.138451122550826
enriched in NK cells (III),enriched in NK cells (II),2,24,8.33,7.27024217176677e-8,7.138451122550826
enriched in NK cells (III),NK cell surface signature,3,14,21.43,1.3005956310173753e-9,8.885857709214967
enriched in NK cells (III),NK cell surface signature,3,14,21.43,1.3005956310173753e-9,8.885857709214967
interferon alpha response (I),"myeloid cell cytokines, metallopeptidases and laminins",2,11,18.18,2.6921523758244683e-5,4.569900362684715
interferon alpha response (I),"myeloid cell cytokines, metallopeptidases and laminins",2,11,18.18,2.6921523758244683e-5,4.569900362684715
interferon alpha response (I),interferon alpha response (II),7,16,43.75,0.04607776124803984,1.336508629872214
interferon alpha response (I),interferon alpha response (II),7,16,43.75,0.04607776124803984,1.336508629872214
interferon alpha response (I),B cell surface signature,2,16,12.5,3.6876542399945713e-19,18.433249805813066
interferon alpha response (I),B cell surface signature,2,16,12.5,3.6876542399945713e-19,18.433249805813066
interferon alpha response (II),interferon alpha response (I),7,16,43.75,0.04607776124803984,1.336508629872214
interferon alpha response (II),interferon alpha response (I),7,16,43.75,0.04607776124803984,1.336508629872214
enriched in neutrophils (II),enriched in monocytes (II),4,189,2.12,4.6932609161867226e-14,13.328525301037818
enriched in neutrophils (II),enriched in monocytes (II),4,189,2.12,4.6932609161867226e-14,13.328525301037818
enriched in neutrophils (II),TLR and inflammatory signaling,3,45,6.67,2.444557317804341e-9,8.611799775330272
enriched in neutrophils (II),TLR and inflammatory signaling,3,45,6.67,2.444557317804341e-9,8.611799775330272
enriched in neutrophils (II),immune activation - generic cluster,5,347,1.44,8.758874272180105e-15,14.05755170762148
enriched in neutrophils (II),immune activation - generic cluster,5,347,1.44,8.758874272180105e-15,14.05755170762148
enriched in neutrophils (II),Monocyte surface signature,2,14,14.29,4.13488313616674e-14,13.383536760364187
enriched in neutrophils (II),Monocyte surface signature,2,14,14.29,4.13488313616674e-14,13.383536760364187
enriched in activated dendritic cells (II),enriched in monocytes (II),5,189,2.65,4.226109776245834e-32,31.37405922602516
enriched in activated dendritic cells (II),enriched in monocytes (II),5,189,2.65,4.226109776245834e-32,31.37405922602516
enriched in activated dendritic cells (II),chemokine cluster (I),3,26,11.54,2.9548050827550613e-13,12.529471162591832
enriched in activated dendritic cells (II),chemokine cluster (I),3,26,11.54,2.9548050827550613e-13,12.529471162591832
enriched in activated dendritic cells (II),chemokine cluster (II),2,15,13.33,5.44243781733091e-10,9.26420652429777
