Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
"BNT (V2, D1)","BNT-MO (V3, D1)",0.26,306,233,637,694,1254,"IFIT1, SNORA23, IFIT3, OAS2, CIBAR1, TFEC, SNORD3B-2, GRIN3A, ACOD1, FAS, GSDMC, DNAAF1, MT2A, CLEC6A, ZBP1, LACTB, SORT1, TIMM10, MTND4P14, PRAL, BATF2, CMPK2, LAP3P2, SP140, SECTM1, MX1, H2BP2, RN7SKP26, ZCCHC2, SPATS2L, COL1A1, PRMT5-DT, IL27, AGRN, IL31RA, IL36A, HELZ2, AIM2, HES4, RNU1-100P, TMEM268, RNU6-1294P, BST2, ALMS1P1, PSTPIP2, STAT1, STAT2, IRF1, STAT4-AS1, TNFAIP6, ANKRD22, IRF9, NRIR, ISG20, METTL7B, DDX60, STX11, LINC02068, ITGB4, LINC02555, CXCL10, CXCL11, HMGA2-AS1, LINC03019, APOBEC3B-AS1, MIR130AHG, CXCL9, FAM225B, GBP2, APOL1, APOL2, APOL4, APOL6, IFITM3, EPSTI1, CYBB, RPS29P14, TAP1, KCNJ2, TAP2, MMADHCP2, RSPH9, ASPHD2, DDX60L, IDO1, RTP4, RBFOX3, IDO2, ATF3, NUB1, IFI16, TCN2, IFI35, IFI44, IFI44L, SERPING1, IFI6, IFIH1, ENSG00000272567, RCBTB2P1, IFIT2, KLF5, SAMD4A, BISPR, IFIT5, SAMD9L, DHX58, ODF3B, OOSP3, IMMP1LP2, ORM1, TRIM21, CCL2, RHBDF2, OTOF, SOCS1, EIF2AK2, SDC3, TRIM5, TRIM6, MTND5P14, DNM1P33, RIGI, DOCK4, P2RY6, MUC1, LYPD5, RIPK2, LINC01331, CCL8, TRPV4, FCGR1A, BCL2L14, RNA5SP237, MYOF, LGALS3BP, PARP9, CCRL2, C2, RPL7AP42, KLHDC7B-DT, GBP3, SFRP1, NASPP1, GBP6, RNF213-AS1, BNIP5, RAB39A, PDCD1LG2, EFCAB2, CD274, TMEM51, INSYN2B, NCKAP5, CACNA1A, KCNJ10, PSME2P1, CACNA1E, RNU7-41P, ETV7, NDUFB4P11, ISG15, NRN1, SLAMF8, FCGR1BP, GALNT14, C15orf48, CASP5, PARP12, LINC02471, LINC02574, FGF13, C1QA, C1QB, C1QC, DHRS9, OASL, SNORA74A, SNORA74B, GBP7, XXYLT1-AS2, GCH1, TYMP, LINC00487, LRRK2-DT, PDE4DIPP7, SCO2, PML, PSME2P2, UBE2L6, KCNMA1, GK-IT1, SIGLEC1, VPS9D1, ETV7-AS1, UBE2V1P6, LY6E, CALHM6, LAP3, EXOC3L1, FBXO6, VWA3B, RSAD2, FAM20A, CAPNS1P1, CAPNS2, F3, PLSCR2, CARD16, CFAP58-DT, RN7SL124P, CARD17P, SMCO4, TDRD7, XAF1, LIF, GBP1, RN7SKP230, OAS1, FAM225A, SAMD9, LPCAT2, SNORD15B, RNA5-8SN5, CCDC194, SNORD3A, KCTD14, HESX1, GRAMD1B, MSR1, KPTN, TRIM22, PSME2, FRMD3, SIGLEC11, LAMP3, FBXO39, SIMALR, P2RX7, P2RY14, HTR3A, GBP5, TNFSF10, TNFSF13B, MYBPHL, OAS3, FCGR1CP, ZDHHC19, FDPSP3, RAB1AP1, SEPTIN4, RNA5SP202, PARP14, TRAFD1, DTX3L, LINC02773, NGFR, GBP1P1, GK, TIFA, GPR84, RNA5S9, LMNB1-DT, VAMP5, MIR4308, WARS1, SLIT2, NMI, SCARF1, RNU1-4, PLSCR1, CEACAM1, MOV10, PLAAT4, GADD45G, SLC6A12, WDFY1, IRF7, LHFPL2, RNU5B-1, RNU6-275P, CDHR5, RNF213, SAT1, SLC30A4-AS1, SMTNL1, SLC1A3, RMI2, NEBL, GLRX3P2, USP18, OR51R1P, MIR4736, ITPR2-AS1, GBP4, HERC5, SCARNA1, LINC01415, SLC8A2, FAP, RUFY4, LINC03062, RNU7-40P, PRRG4, GARIN4, SIGLEC16",44.09,24.4,8.630702549313218e-95,94.06395385076551
"BNT (V2, D1)","ChAd (V1, D3)",0.122,130,409,528,694,903,"IFIT1, IFIT3, OAS2, SNORA49, CLDN10, MT2A, CLEC6A, BATF2, CMPK2, ADAM33, SECTM1, MX1, SPATS2L, COLEC12, HBG2, HCAR1, SPP1, IL27, AGRN, MARCO, IL31RA, IL36A, AIM2, HERC6, HES4, EDNRB, PSTPIP2, STAT1, ANKRD22, NRIR, METTL7B, CTSL, DDX60, CXCL10, CXCL11, CXCL9, FAM225B, APOL4, IFITM3, EPSTI1, JPH4, IDO1, CFB, RTP4, IDO2, IFI27, TCN2, IFI35, IFI44, IFI44L, SERPING1, IFI6, SAMD4A, ODF3B, CD276, CCL2, OTOF, SDC3, P2RY6, LYPD5, TRPV4, FCGR1A, BCL2L14, MYOF, LGALS3BP, PARP9, C2, RAB39A, PDCD1LG2, NCKAP5, KCNJ10, ETV7, EXOC3L4, ISG15, SLAMF8, CASP5, C1QA, C1QB, C1QC, DHRS9, OASL, EPB41L3, CDC45, GBP7, TYMP, LINC00487, UBE2L6, CCL25, KCNMA1, SIGLEC1, OXGR1, LY6E, LAP3, EXOC3L1, FBXO6, RSAD2, FAM20A, SMCO4, XAF1, GBP1, OAS1, FAM225A, HESX1, MSR1, PSME2, FRMD3, SLC7A10, SIGLEC11, GLDN, LAMP3, FBXO39, HTR3A, GBP5, TNFSF10, GABRB2, OAS3, TLR7, PHF24, GAS2L2, NGFR, GBP1P1, GPR84, VAMP5, SLIT2, PLSCR1, SLC6A12, IRF7, USP18, GBP4, RUFY4",18.73,14.4,1.3643903184606656e-179,178.86506137095185
"BNT (V2, D1)","ChAd (V1, D6)",0.007,5,534,160,694,302,"EPSTI1, IFI27, CDC45, TYMS, SNORD3C",0.72,1.66,1.3262278388255874e-153,152.87738186006038
"BNT (V2, D1)","ChAd (V1, D7)",0.015,12,527,256,694,337,"FBXO16, HBG2, SPP1, ANKRD22, CXCL10, APOL4, IFI27, GALNT14, CDC45, CCL25, TYMS, GBP1P1",1.73,3.56,8.159358576254839e-196,195.08834398067532
"BNT (V2, D1)","ChAd (V2, D1)",0.313,303,236,430,694,916,"IFIT1, SNORA23, IFIT3, SNORA38B, OAS2, SNORA49, SNORA54, CIBAR1, TFEC, SNORD67, SNORD89, SNORD9, GRIN3A, MT2A, CLEC6A, ZBP1, LACTB, TIMM10, MTND4P14, PRAL, BATF2, CMPK2, LAP3P2, SP140, MX1, RN7SKP26, ZCCHC2, SPATS2L, HBG2, RNA5SP99, IL27, AGRN, MARCO, IL31RA, HELZ2, AIM2, HERC6, HES4, EEF1A1P19, RNU1-100P, TMEM268, RNU6-1294P, BST2, ALMS1P1, PSTPIP2, STAT1, STAT2, TNFAIP6, ANKRD22, IRF9, NRIR, ISG20, DDX60, LINC02068, ITGB4, LINC02555, CXCL10, CXCL11, MIR130AHG, GBP2, APOL1, APOL2, APOL6, MIR3609, IFITM3, MIR3648-1, EPSTI1, RPS15AP17, RPS29P14, TAP1, TAP2, MLKL, MMADHCP2, RSPH9, DDX60L, IDO1, CFB, RTP4, IDO2, ATF3, NUB1, IFI16, IFI27, TCN2, IFI35, IFI44, IFI44L, SERPING1, IFI6, IFIH1, TMEM132E, SNORA11, IFIT2, SAMD4A, BISPR, IFIT5, SAMD9L, DHX58, ODF3B, RNU2-6P, RNU4-2, TRIM21, CCL2, RNU6-33P, RNU6-3P, RHBDF2, OTOF, SOCS1, EIF2AK2, SDC3, TRIM5, TRIM6, MTND5P14, RIGI, DOCK4, LYPD5, RPL13AP7, CCL8, FCGR1A, BCL2L14, RNA5-8SN2, RNA5SP141, RNA5SP145, RNA5SP149, RNA5SP199, RNA5SP215, RNA5SP225, RNA5SP237, MYOF, RNA5SP298, LGALS3BP, PARP9, C2, RPL7AP31, RPL7AP42, GBP3, SFRP1, NASPP1, GBP6, RNF213-AS1, BNIP5, RAB39A, PDCD1LG2, EEF1A1P12, EEF1A1P16, EEF1A1P35, RNU2-64P, CD274, RPS3AP49, CACNA1A, PSME2P1, CACNA1E, RNU7-41P, RNY1, ETV7, FTH1P12, ISG15, NRN1, SLAMF8, FCGR1BP, C15orf48, CASP5, PARP12, LINC02471, LINC02574, ENSG00000269028, C1QB, C1QC, DHRS9, OASL, EPB41L3, SNORA74A, SNORA74B, SNORA79B, XXYLT1-AS2, GCH1, TYMP, LINC00487, LRRK2-DT, SCO2, PML, PSME2P2, UBE2L6, KCNMA1, SDC2, GK-IT1, SIGLEC1, RNVU1-28, ETV7-AS1, MTND1P11, LY6E, CALHM6, MTND6P5, LAP3, EXOC3L1, FBXO6, VWA3B, RSAD2, PLSCR2, CARD16, CFAP58-DT, RN7SL124P, CARD17P, RNA5SP444, TDRD7, TMEM123-DT, CBX3P10, RNU4ATAC, XAF1, LIF, GBP1, RN7SKP230, OAS1, FAM225A, SAMD9, SNORA63D, SNORA73B, SNORD15B, RNA5-8SN5, FAM72A, CCDC194, SNORD3A, KCTD14, HESX1, GRAMD1B, MSR1, RNU5A-1, KPTN, RNU6-1, TRIM22, RPS3AP43, RNU6-6P, PSME2, FRMD3, LAMP3, FBXO39, SIMALR, P2RY14, GBP5, TNFSF10, TNFSF13B, RN7SKP71, OAS3, TLR7, SNORA5A, FCGR1CP, FDPSP3, RAB1AP1, SNORD13, SEPTIN4, RNA5SP202, RNA5SP242, PARP14, TRAFD1, DTX3L, LINC02773, SNORA22C, GBP1P1, RPS27P9, GPR84, RNA5S9, LMNB1-DT, VAMP5, MIR4308, WARS1, NMI, SCARF1, RNU4-1, PLSCR1, CEACAM1, MOV10, SLC6A12, WDFY1, IRF7, LHFPL2, RNU5B-1, CDHR5, RNF213, SAT1, SLC30A4-AS1, SLC1A3, RMI2, USP18, OR51R1P, UBBP4, MIR4736, RNA5-8SN4, RPL7AP11, GBP4, LINC02701, HERC5, SNORD3C, SCARNA1, NPM1P39, RPS15AP38, KLHDC9, FAP, RUFY4, RPSAP4, RNU7-40P, PRRG4, RNU2-59P, GARIN4",43.66,33.08,9.23600709137257e-74,73.03451574230502
"BNT (V2, D1)","ChAd (V2, D3)",0.007,5,534,196,694,215,"AGRN, HELZ2, TYMP, SCO2, SMTNL1",0.72,2.33,6.031713872226777e-175,174.21955926837506
"BNT (V2, D1)","ChAd (V2, D7)",0,0,539,9,694,18,,0,0,8.697951111936594e-20,19.060583037677333
"BNT (V2, D1)","ChAd-BNT (V2, D3)",0.126,162,377,746,694,1156,"IFIT1, IFIT3, OAS2, TFEC, DNAAF1, MT2A, CLEC6A, ZBP1, SORT1, BATF2, CMPK2, SECTM1, MX1, SPATS2L, COLEC12, IL27, AGRN, MARCO, IL31RA, HELZ2, AIM2, HERC6, HES4, BST2, PSTPIP2, STAT1, STAT2, ANKRD22, NRIR, METTL7B, CTSL, DDX60, CXCL10, CXCL11, APOBEC3B-AS1, CXCL9, GBP2, APOL1, APOL4, APOL6, IFITM3, EPSTI1, JPH4, CYBB, TAP1, DDX60L, IDO1, CFB, IDO2, ATF3, IFI16, IFI27, TCN2, IFI35, IFI44, IFI44L, SERPING1, IFI6, IFIH1, IFIT2, SAMD4A, BISPR, SAMD9L, DHX58, ODF3B, CCL2, OTOF, EIF2AK2, SDC3, TRIM5, P2RY6, MUC1, LYPD5, CCL8, TRPV4, FCGR1A, BCL2L14, MYOF, LGALS3BP, PARP9, C2, RAB39A, PDCD1LG2, CD274, NCKAP5, KCNJ10, ETV7, EXOC3L4, ISG15, NRN1, SLAMF8, GALNT14, C15orf48, CASP5, PARP12, C1QB, C1QC, DHRS9, OASL, EPB41L3, CDC45, GBP7, GCH1, TYMP, LINC00487, PLA1A, SCO2, UBE2L6, CCL25, KCNMA1, SDC2, SIGLEC1, LY6E, LAP3, EXOC3L1, FBXO6, RSAD2, FAM20A, SMCO4, RXFP1, XAF1, GBP1, OAS1, FAM225A, LPCAT2, HESX1, MSR1, TRIM22, PSME2, FRMD3, SLC7A10, SIGLEC11, LAMP3, FBXO39, P2RX7, GBP5, TNFSF10, TNFSF13B, OAS3, TLR7, PHF24, PARP14, DTX3L, GBP1P1, GPR84, VAMP5, SLIT2, NMI, SCARF1, PLSCR1, GADD45G, SLC6A12, IRF7, CDHR5, RNF213, SMTNL1, SLC1A3, USP18, RAET1K, GBP4, HERC5, RUFY4",23.34,14.01,3.731016389459649e-195,194.42817284320355
"BNT (V2, D1)","ChAd-BNT (V2, D7)",0.027,35,504,741,694,972,"IFIT1, IFIT3, SNORD9, FBXO16, BATF2, HBG2, SPP1, HES4, TNFAIP6, ANKRD22, CXCL10, CXCL11, APOBEC3B-AS1, APOL4, KCNJ2, HSPB3, SERPING1, IFIT2, CCL2, CCL8, FCGR1A, CCRL2, CACNA1E, ETV7, C15orf48, CDC45, SDC2, RSAD2, CAPNS2, F3, TYMS, MYBPHL, PHF24, GBP1P1, GPR84",5.04,3.6,1.1804162e-316,315.92796483655957
"BNT (V2, D1)","ChAd-BNT (V3, D1)",0.221,284,255,748,694,1388,"IFIT1, SNORA23, IFIT3, OAS2, SNORA49, CIBAR1, GPR42, TFEC, SNORD67, SNORD89, SNORD9, GRIN3A, GRM4, FAS, GSDMC, MT2A, CLEC6A, ZBP1, LACTB, SORT1, MTND4P14, PRAL, BATF2, CMPK2, LAP3P2, SP140, SECTM1, MX1, H2BP2, RN7SKP26, ZCCHC2, SPATS2L, COL1A1, HBG2, IL27, AGRN, MARCO, IL31RA, HELZ2, AIM2, HERC6, HES4, TMEM268, BST2, ALMS1P1, PSTPIP2, STAT1, STAT2, IRF1, STAT4-AS1, TNFAIP6, ANKRD22, IRF9, ISG20, METTL7B, DDX60, STX11, LINC02068, LINC02555, CXCL10, CXCL11, CXCL9, FAM225B, GBP2, APOL1, APOL2, APOL4, APOL6, MIR3609, IFITM3, HNRNPA1P24, EPSTI1, JPH4, RPS29P14, TAP1, KCNJ2, TAP2, MLKL, RSPH9, ASPHD2, DDX60L, IDO1, CFB, RTP4, IDO2, ATF3, NUB1, IFI16, TCN2, IFI35, IFI44, IFI44L, SERPING1, IFI6, IFIH1, SNORA11, IFIT2, SAMD4A, BISPR, IFIT5, SAMD9L, DHX58, ODF3B, RNU4-2, TRIM21, CCL2, RNU6-33P, RNU6-3P, RHBDF2, SOCS1, EIF2AK2, SDC3, TRIM5, TRIM6, MTND5P14, DNM1P33, RIGI, DOCK4, P2RY6, MUC1, LYPD5, MUC5B, RIPK2, CCL8, TRPV4, FCGR1A, RNA5-8SN2, RNA5SP237, MYOF, LGALS3BP, PARP9, C2, RPL7AP42, KLHDC7B-DT, GBP3, NASPP1, GBP6, RNF213-AS1, BNIP5, RAB39A, PDCD1LG2, RNU2-64P, CD274, CACNA1A, PSME2P1, CACNA1E, RNY1, ETV7, ISG15, NRN1, SLAMF8, FCGR1BP, C15orf48, CASP5, PARP12, LINC02471, LINC02574, FGF13, C1QA, C1QB, C1QC, DHRS9, OASL, EPB41L3, SNORA74A, SNORA74B, SNORA79B, GCH1, TYMP, LINC00487, LRRK2-DT, SCO2, PML, PSME2P2, UBE2L6, GK-IT1, SIGLEC1, VPS9D1, ETV7-AS1, MTND1P11, LY6E, CALHM6, MTND6P5, LAP3, EXOC3L1, FBXO6, RSAD2, FAM20A, F3, CFAP58-DT, RN7SL124P, CARD17P, SMCO4, TDRD7, CBX3P10, XAF1, LIF, GBP1, RN7SKP230, OAS1, FAM225A, SAMD9, LPCAT2, SNORD15B, FAM72A, CCDC194, HESX1, GRAMD1B, MSR1, RNU5A-1, KPTN, RNU6-1, TRIM22, PSME2, FRMD3, SIGLEC11, GLDN, LAMP3, FBXO39, SIMALR, P2RX7, P2RY14, GBP5, TNFSF10, TNFSF13B, OAS3, TLR7, SNORA5A, FCGR1CP, FDPSP3, RAB1AP1, SEPTIN4, RNA5SP202, PARP14, TRAFD1, DTX3L, LINC02773, SNORA22C, GBP1P1, GK, TIFA, GPR84, RNA5S9, LMNB1-DT, VAMP5, MIR4308, WARS1, SLIT2, NMI, SCARF1, RNU4-1, PLSCR1, CEACAM1, MOV10, RPL21P57, SLC6A12, WDFY1, IRF7, LHFPL2, RNU5B-1, RNU6-275P, CDHR5, RNF213, SAT1, SLC30A4-AS1, SLC1A3, RMI2, USP18, OR51R1P, UBBP4, MIR4736, GBP4, PLEKHG4B, HERC5, SCARNA1, LINC01415, SLC8A2, FAP, RUFY4, RNU7-40P, PRRG4, RNU2-59P, GARIN4, SIGLEC16",40.92,20.46,5.820041056775705e-117,116.2350739516614
"BNT (V2, D1)","I (D10, moderate)",0.045,157,382,2982,694,3139,"IFIT1, IFIT3, OAS2, TFEC, SNORD9, GSDMC, DNAAF1, MT2A, CLEC6A, ZBP1, LACTB, SORT1, TIMM10, BATF2, CMPK2, MX1, ZCCHC2, SPATS2L, AGRN, MARCO, IL36A, HELZ2, AIM2, HERC6, EDNRB, PSTPIP2, STAT2, TNFAIP6, ANKRD22, NRIR, METTL7B, CTSL, DDX60, STX11, CXCL10, CXCL11, APOBEC3B-AS1, GBP2, APOL6, EPSTI1, JPH4, TAP1, KCNJ2, RSPH9, DDX60L, CFB, RTP4, RBFOX3, ATF3, IFI16, IFI27, TCN2, IFI35, IFI44, IFI44L, SERPING1, IFI6, IFIH1, IFIT2, KLF5, IFIT5, SAMD9L, OTOF, EIF2AK2, TRIM6, DOCK4, MUC1, TRPV4, FCGR1A, LGALS3BP, PARP9, CCRL2, C2, SFRP1, GBP6, RAB39A, PDCD1LG2, EFCAB2, CD274, NCKAP5, CACNA1A, CACNA1E, ETV7, ISG15, NRN1, GALNT14, C15orf48, PARP12, C1QA, C1QB, C1QC, DHRS9, OASL, CDC45, GCH1, TYMP, LINC00487, PML, UBE2L6, KCNMA1, SIGLEC1, LY6E, LAP3, FBXO6, VWA3B, RSAD2, FAM20A, CAPNS2, PLSCR2, CARD16, SMCO4, TDRD7, XAF1, GBP1, OAS1, FAM225A, SAMD9, LPCAT2, HESX1, MSR1, KPTN, TRIM22, FRMD3, GLDN, LAMP3, FBXO39, HTR3A, TNFSF10, TNFSF13B, MYBPHL, OAS3, ZDHHC19, PARP14, TRAFD1, DTX3L, GBP1P1, TIFA, GPR84, VAMP5, NMI, PLSCR1, CEACAM1, GADD45G, LHFPL2, SAT1, SMTNL1, SLC1A3, RMI2, NEBL, USP18, INSC, HERC5, SLC8A2, FAP, RUFY4, PRRG4, SIGLEC16",22.62,5,0,Inf
"BNT (V2, D1)","I (D10, severe)",0.017,79,460,4017,694,4096,"SNORD89, SNORD9, GSDMC, DNAAF1, MT2A, ZBP1, SORT1, ZCCHC2, IL31RA, IL36A, AIM2, PSTPIP2, TNFAIP6, ANKRD22, NRIR, APOBEC3B-AS1, EPHA10, EPSTI1, KCNJ2, RSPH9, DDX60L, IDO1, RBFOX3, IFI16, IFI27, TCN2, KLF5, SAMD4A, ORM1, CCL2, EIF2AK2, SDC3, DOCK4, P2RY6, MUC1, LYPD5, MYOF, PARP9, SFRP1, LINC00377, EFCAB2, CACNA1A, KCNJ10, CACNA1E, ELMO1-AS1, GALNT14, C15orf48, FGF13, OASL, CDC45, LINC00487, KCNB1, KCNMA1, VPS9D1, CARD16, LPCAT2, TRIM22, SLC7A10, GLDN, GLIS2, HTR3A, MYBPHL, TLR7, ZDHHC19, PHF24, GK, GPR84, PLSCR1, GADD45G, LHFPL2, SAT1, SLC1A3, RMI2, ORM2, INSC, GBP4, PLEKHG4B, FAP, PRRG4",11.38,1.93,0,Inf
"BNT (V2, D1)","I (D26, moderate)",0.014,36,503,1985,694,2021,"TFEC, SNORD89, SNORD9, DNAAF1, CLEC6A, SORT1, MARCO, IL36A, EDNRB, METTL7B, DDX60L, TCN2, KLF5, P2RY6, BCL2L14, SFRP1, EFCAB2, CACNA1E, GALNT14, CDC45, KCNMA1, OXGR1, FAM20A, SMCO4, LPCAT2, GLDN, GLIS2, HTR3A, ZDHHC19, PHF24, GPR84, LHFPL2, SLC1A3, RMI2, INSC, GBP4",5.19,1.78,0,Inf
"BNT (V2, D1)","I (D26, severe)",0.018,80,459,3899,694,3979,"SNORD89, SNORD9, FAS, GSDMC, DNAAF1, LACTB, SORT1, TIMM10, ZCCHC2, IL36A, AIM2, PSTPIP2, ANKRD22, NRIR, EPHA10, EPSTI1, KCNJ2, RSPH9, DDX60L, IFI27, IFI44, IFI44L, KLF5, SAMD4A, DHX58, ORM1, EIF2AK2, SDC3, DOCK4, P2RY6, MUC1, TRPV4, FCGR1A, MYOF, LGALS3BP, PARP9, CCRL2, SFRP1, LINC00377, EFCAB2, TMEM51, NCKAP5, CACNA1E, GALNT14, C15orf48, FGF13, C1QA, EPB41L3, CDC45, XXYLT1-AS2, LINC00487, KCNMA1, SDC2, CARD16, RNU4ATAC, LPCAT2, TYMS, TRIM22, GLDN, FBXO39, HTR3A, MYBPHL, TLR7, ZDHHC19, GK, TIFA, GPR84, PLSCR1, CEACAM1, SLC6A12, IRF7, LHFPL2, CDHR5, SAT1, SMTNL1, SLC1A3, RMI2, INSC, FAP, RUFY4",11.53,2.01,0,Inf
"BNT (V2, D1)","I (D51, moderate)",0,0,539,51,694,51,,0,0,6.977428153544195e-75,74.156304626739
"BNT (V2, D1)","I (D51, severe)",0.03,83,456,2217,694,2300,"SNORD9, FAS, GSDMC, MT2A, ZBP1, LACTB, SORT1, BATF2, SECTM1, COL1A1, IL27, IL36A, HELZ2, AIM2, PSTPIP2, STAT1, IRF1, TNFAIP6, ANKRD22, ISG20, STX11, GBP2, APOL6, EPHA10, TAP1, KCNJ2, RSPH9, DDX60L, IFIH1, KLF5, ODF3B, RHBDF2, SOCS1, EIF2AK2, DOCK4, P2RY6, MUC1, RIPK2, FCGR1A, PARP9, SFRP1, GBP6, LINC00377, EFCAB2, CD274, CACNA1E, C15orf48, FGF13, CDC45, GCH1, UBE2L6, SDC2, VPS9D1, FBXO6, CAPNS2, F3, CARD16, GBP1, LPCAT2, KPTN, TRIM22, GLDN, GLIS2, HTR3A, MYBPHL, ZDHHC19, PARP14, GBP1P1, TIFA, GPR84, VAMP5, NMI, SCARF1, PLSCR1, GADD45G, LHFPL2, RNF213, SAT1, SMTNL1, SLC1A3, RMI2, FAP, PRRG4",11.96,3.61,0,Inf
"BNT (V2, D1)",I-BNT-I (D2),0,0,539,5,694,10,,0,0,2.565619248946622e-12,11.59080779470733
"BNT (V2, D1)",I-BNT-I (D5),0,0,539,1,694,2,,0,0,0.001851851851851851,2.7323937598229686
"BNT (V2, D1)",I-I (D1),0,0,539,39,694,39,,0,0,1.4586755167731132e-61,60.83604130642578
"BNT (V2, D1)",I-I (D2),0,0,539,1,694,1,,0,0,0.001851851851851851,2.7323937598229686
"BNT (V2, D1)",I-I (D3),0,0,539,3,694,3,,0,0,3.789317005924221e-8,7.421439061084281
"BNT (V2, D1)",I-I (D5),0,0,539,14,694,14,,0,0,4.11444669044536e-28,27.38568856031643
"BNT (V2, D1)","ZF2001 (V3, D07)",0.021,62,477,2372,694,2434,"GRM4, CLXN, MTND4P14, ADAM33, HBG2, HES7, HHIPL1, TNFAIP6, ITGB4, SV2B, EPHA10, HNRNPA1P24, HOXB6, IDO2, IFIH1, RCBTB2P1, TMEM132E, KLF5, CD276, SOCS1, LYPD5, MUC4, MUC5B, RIPK2, CCL8, RNA5SP298, CCRL2, TPH2, CACNA1E, GJD4, NDUFB4P11, EXOC3L4, RPL21P12, GALNT14, C15orf48, FGF13, CARD10, KCNMA1, MTND1P11, MTND6P5, VWA3B, F3, RXFP1, CCDC194, YAP1, GLDN, NFATC4, RNA5SP202, PHF24, FIBCD1, PCLO, GPR84, SLIT2, CFAP97D1, OR2C3, HUNK, NEBL, PLEKHG4B, NPM1P39, SLC8A2, FAP, SF3A3P2",8.93,2.55,0,Inf
"BNT (V2, D1)","ZF2001 (V3, D14)",0.008,6,533,256,694,262,"HES4, IDO2, KLF5, INSYN2B, GEM, ORM2",0.86,2.29,1.5499841090245354e-204,203.80967275434477
"BNT (V2, D1)","ZF2001 (V3, D28)",0.002,1,538,37,694,38,KLF5,0.14,2.63,1.2473770176844276e-57,56.90400226187602
"BNT (V3, D1)","BBIBP (V3, D14)",0.009,5,39,512,44,708,"FFAR2, IDO2, GK3, TSNAX-DISC1, CCL3",11.36,0.71,7.58826242086617e-55,54.11985765854729
"BNT (V3, D1)","BBIBP (V3, D28)",0.002,1,15,516,16,708,TSNAX-DISC1,6.25,0.14,3.2995191255569956e-28,27.4815493499205
"BNT (V3, D1)","BNT (V1, D6)",0.004,2,1,515,9,708,"IFI27, RNU1-4",22.22,0.28,0.005791505791505751,2.2372085050255737
