"","Cond1","Cond2","jaccard_distance","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"2032","STAMARIL (D14)","HIV-1 GAG-POL NEF (D3)",0,0,142,70,142,70,"",0,0,6.82058381680787e-58,57.1661784497473
"2033","STAMARIL (D14)","HPV-VLP (M2)",0.006,4,606,66,612,70,"ACOT7, CCNB2, CD38, NUSAP1",0.65,5.71,2.22105780552388e-87,86.6534401383028
"2034","STAMARIL (D14)","INFLUENZA (D1)",0,0,26,70,26,70,"",0,0,4.87139574363988e-24,23.3123465876736
"2035","STAMARIL (D14)","PANDEMRIX (D1)",0,0,21,70,21,70,"",0,0,4.52659630896279e-21,20.3442282350403
"2036","STAMARIL (D14)","FLUARIX FLUVIRIN (D3)",0.002,2,1053,68,1061,70,"CDK12, ADA",0.19,2.86,1.78121715945097e-107,106.749283129721
"2037","STAMARIL (D14)","INFLUENZA (D3)",0,0,40,70,40,70,"",0,0,6.15364529066353e-31,30.2108675410342
"2038","STAMARIL (D14)","PANDEMRIX (D3)",0,0,5,70,5,70,"",0,0,5.79394752653482e-08,7.23702544234585
"2039","STAMARIL (D14)","PANDEMRIX (D30)",0,0,6,70,6,70,"",0,0,4.57416909989593e-09,8.339687784243
"2040","STAMARIL (D14)","FLUARIX FLUVIRIN (D7)",0.027,24,824,46,860,70,"DUSP5, CD38, COBLL1, FAM30A, FCRL5, FKBP11, HSP90B1, IDH2, JCHAIN, ITM2C, MANF, MYDGF, MZB1, PDIA4, POU2AF1, PPIB, PRDX4, SDF2L1, SEC11C, SEL1L3, SRM, TNFRSF13B, TNFRSF17, TXNDC5",2.79,34.29,1.08571991973691e-59,58.9642821940848
"2041","STAMARIL (D14)","INFLUENZA (D7)",0.007,1,71,69,72,70,"CXCR3",1.39,1.43,3.86430872178152e-40,39.4129281848419
"2042","STAMARIL (D14)","PANDEMRIX (D7)",0,0,33,70,33,70,"",0,0,1.0503361126997e-27,26.9786717023278
"2043","STAMARIL (D14)","INACTIVATED INFLUENZA (D0)",0,0,5,70,5,70,"",0,0,5.79394752653482e-08,7.23702544234585
"2044","STAMARIL (D14)","FLUZONE (D1)",0,0,12,70,13,70,"",0,0,1.20702261167869e-14,13.9182845939993
"2045","STAMARIL (D14)","FLUZONE (D30)",0,0,16,70,16,70,"",0,0,1.03448281455164e-17,16.9852767196985
"2046","STAMARIL (D14)","FLUZONE (D7)",0.022,2,21,68,23,70,"PDIA4, TNFRSF17",8.7,2.86,1.14522886616758e-18,17.9411077138645
"2047","STAMARIL (D14)","FLUMIST (D3)",0.006,8,1230,62,1245,70,"CDK12, FKBP11, TXNDC11, RTCB, IDH2, LMO2, MANF, PRDX4",0.64,11.43,1.12287794229116e-97,96.9496674493221
"2048","STAMARIL (D14)","FLUMIST (D7)",0.003,7,2396,63,2445,70,"DUSP5, TENT5C, SLC7A5, ATM, MYDGF, PDIA4, SP140",0.29,10,1.06488483547948e-117,116.972697357502
"2049","STAMARIL (D14)","FLUMIST (D1)",0,0,15,70,15,70,"",0,0,5.56034512821507e-17,16.2548982511108
"2050","STAMARIL (D14)","FLUENZ (D3-4)",0,0,6,70,6,70,"",0,0,4.57416909989593e-09,8.339687784243
"2051","STAMARIL (D14)","FLUMIST (D30)",0,0,15,70,15,70,"",0,0,5.56034512821507e-17,16.2548982511108
"2052","STAMARIL (D14)","FLUENZ (D6-7)",0,0,9,70,9,70,"",0,0,4.85881465864842e-12,11.3134696669509
"2053","STAMARIL (D14)","MENACTRA (D3)",0,0,46,70,48,70,"",0,0,1.94257125379173e-33,32.7116230422511
"2054","STAMARIL (D14)","MENACTRA (D7)",0.078,6,8,64,14,70,"FCRL5, HSP90B1, JCHAIN, TNFRSF13B, TNFRSF17, TXNDC5",42.86,8.57,1.28076734797086e-07,6.89252975290078
"2055","STAMARIL (D14)","WETVAX (D2-4)",0.006,1,100,69,101,70,"TXNDC5",0.99,1.43,1.55577958854189e-47,46.8080519306499
"2056","STAMARIL (D14)","WETVAX (D5-7)",0.006,3,471,67,520,70,"CD19, LMO2, RTCB",0.58,4.29,1.06781888623457e-82,81.9715024021568
"2057","STAMARIL (D14)","WETVAX (D50-60)",0.008,3,310,67,314,70,"RTCB, ATM, SLC7A5",0.96,4.29,1.39154023406784e-71,70.8565042322469
"2058","STAMARIL (D14)","MVA85A (D2)",0,0,67,70,67,70,"",0,0,8.71497130606131e-41,40.059734038461
"2059","STAMARIL (D14)","ZOSTAVAX (D1)",0,0,14,70,14,70,"",0,0,3.15086223932188e-16,15.5015705844522
"2060","STAMARIL (D14)","ZOSTAVAX (D3)",0,0,7,70,7,70,"",0,0,4.15833554535993e-10,9.38108046940122
"2061","STAMARIL (D14)","YF VAX (ANY)",0,0,29,70,29,70,"",0,0,1.1348545446423e-25,24.9450597988298
"2062","STAMARIL (D14)","YF17D (D3)",0.009,1,45,69,94,70,"CD38",1.06,1.43,2.25338265439843e-31,30.6471650530242
"2063","STAMARIL (D14)","YF VAX (D4-7)",0.003,2,599,68,601,70,"CDK12, LMO2",0.33,2.86,1.51222005852041e-91,90.8203850056291
"2064","STAMARIL (D14)","STAMARIL (D10)",0.094,32,271,38,303,70,"CD46, HSD17B11, ZNF217, ACOT7, ADA, CCNB2, CD38, CDC20, CDCA5, CDCA7, CENPM, DUSP5, IDH2, JCHAIN, LMO2, MCM4, MYL6B, NME1, NUSAP1, PHGDH, PTTG1, SDF2L1, SIL1, SP140, STMN1, TK1, TUBG1, TXNDC11, TXNDC5, UBE2C, UBE2S, UHRF1",10.56,45.71,2.20624752623635e-31,30.6563457642222
"2065","STAMARIL (D14)","STAMARIL (D28)",0.058,6,64,34,70,40,"ANAPC16, ATM, CMPK1, NAP1L1, MYO1F, SIL1",8.57,15,1.31801952270178e-21,20.8800781568597
"2066","STAMARIL (D14)","STAMARIL (D3)",0.031,12,58,311,70,323,"CD46, LMO2, OSBPL8, RBM47, ZNF217, ADA, DUSP5, IDH2, SEL1L3, SIL1, SP140, TRIM26",17.14,3.72,4.91250304829267e-57,56.3086971671292
"2067","STAMARIL (D14)","STAMARIL (D60)",0.02,3,67,81,70,84,"FIS1, RTCB, SIL1",4.29,3.57,7.66950613664836e-40,39.115232600723
"2068","STAMARIL (D14)","STAMARIL (D7)",0.06,31,39,452,70,483,"ANAPC16, ATM, CD46, FIS1, HSD17B11, LMO2, NAP1L1, OSBPL8, ZNF217, ACOT7, ADA, CCNB2, CD38, CDC20, CDCA5, CDCA7, CENPM, DUSP5, IDH2, MCM4, MYDGF, NUSAP1, RTCB, SDF2L1, SIL1, SP140, SRM, TRIM26, TUBG1, TXNDC11, UBE2S",44.29,6.42,6.40432789194028e-40,39.1935264409603
"2069","STAMARIL (D28)","RVSV ZEBOV (D7)",0,0,10,40,10,40,"",0,0,9.73493886604907e-11,10.0116667714394
"2070","STAMARIL (D28)","LVS F TULARENSIS (H18)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"2071","STAMARIL (D28)","LVS F TULARENSIS (H192)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"2072","STAMARIL (D28)","LVS F TULARENSIS (H336)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"2073","STAMARIL (D28)","LVS F TULARENSIS (H48)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"2074","STAMARIL (D28)","CN54GP140 (D1)",0,0,172,40,174,40,"",0,0,3.67917706349169e-44,43.4342493108786
"2075","STAMARIL (D28)","CN54GP140 (D3)",0,0,74,40,74,40,"",0,0,1.06109333759761e-31,30.9742464123091
"2076","STAMARIL (D28)","CN54GP140 (D7)",0,0,49,40,49,40,"",0,0,3.00646848474213e-26,25.5219433442796
"2077","STAMARIL (D28)","CN54GP140 (H6)",0,0,100,40,100,40,"",0,0,5.65638203394561e-36,35.2474612658251
"2078","STAMARIL (D28)","HIV-1 GAG-POL NEF (D1)",0.015,31,1995,9,2029,40,"ANAPC16, ATM, CMPK1, EIF3F, IL7R, ITM2A, NAP1L1, PABPC4, RPL22, RPLP0, AP5B1, CSRNP1, EPSTI1, FCER1G, HK3, IL1RN, IRF9, LGALS9, LY6E, MX1, MYD88, NAGA, NTNG2, OASL, OGFR, RIPK3, RNF135, RNF31, SHISA5, SIGLEC5, SIL1",1.53,77.5,1.68747422222573e-16,15.7727628527077
"2079","STAMARIL (D28)","HIV-1 GAG-POL NEF (D3)",0.046,8,134,32,142,40,"EPSTI1, IL1RN, IRF9, LGALS9, LY6E, MX1, OASL, SHISA5",5.63,20,8.48867852891445e-28,27.0711599130858
"2080","STAMARIL (D28)","HPV-VLP (M2)",0.003,2,608,38,612,40,"PABPC4, IL1RN",0.33,5,1.78353579956921e-59,58.7487181689725
"2081","STAMARIL (D28)","INFLUENZA (D1)",0,0,26,40,26,40,"",0,0,6.04491092163451e-19,18.2186100945596
"2082","STAMARIL (D28)","PANDEMRIX (D1)",0.034,2,19,38,21,40,"IRF9, MYD88",9.52,5,1.50291834329132e-13,12.823064614903
"2083","STAMARIL (D28)","FLUARIX FLUVIRIN (D3)",0.004,4,1051,36,1061,40,"STMN3, FCER1G, NAGA, PRAM1",0.38,10,2.65028258678718e-63,62.5767078168786
"2084","STAMARIL (D28)","INFLUENZA (D3)",0,0,40,40,40,40,"",0,0,1.86034036560363e-23,22.7304075905239
"2085","STAMARIL (D28)","PANDEMRIX (D3)",0,0,5,40,5,40,"",0,0,8.1849202665992e-07,6.08698554691113
"2086","STAMARIL (D28)","PANDEMRIX (D30)",0,0,6,40,6,40,"",0,0,1.06759829564337e-07,6.97159212820906
"2087","STAMARIL (D28)","FLUARIX FLUVIRIN (D7)",0.001,1,847,39,860,40,"CSRNP1",0.12,2.5,2.04550138571583e-67,66.6892002219546
"2088","STAMARIL (D28)","INFLUENZA (D7)",0,0,72,40,72,40,"",0,0,2.53035993612227e-31,30.5968176973407
"2089","STAMARIL (D28)","PANDEMRIX (D7)",0.028,2,31,38,33,40,"MX1, OASL",6.06,5,4.16521453315757e-18,17.3803626249494
"2090","STAMARIL (D28)","INACTIVATED INFLUENZA (D0)",0,0,5,40,5,40,"",0,0,8.1849202665992e-07,6.08698554691113
"2091","STAMARIL (D28)","FLUZONE (D1)",0,0,12,40,13,40,"",0,0,4.8454446844588e-12,11.3146663599663
"2092","STAMARIL (D28)","FLUZONE (D30)",0,0,16,40,16,40,"",0,0,2.4010208080032e-14,13.6196040761938
"2093","STAMARIL (D28)","FLUZONE (D7)",0,0,23,40,23,40,"",0,0,1.06390432220768e-17,16.9730974267455
"2094","STAMARIL (D28)","FLUMIST (D3)",0.006,8,1230,32,1245,40,"ITM2A, FCER1G, HK3, MX1, MYD88, NAGA, PRAM1, RNF135",0.64,20,1.43034126769888e-56,55.8445603310691
"2095","STAMARIL (D28)","FLUMIST (D7)",0.002,4,2399,36,2445,40,"CSRNP1, ATM, IL7R, MX1",0.16,10,5.06450097513396e-76,75.2954633409103
"2096","STAMARIL (D28)","FLUMIST (D1)",0,0,15,40,15,40,"",0,0,8.40357282801132e-14,13.0755360318435
"2097","STAMARIL (D28)","FLUENZ (D3-4)",0,0,6,40,6,40,"",0,0,1.06759829564337e-07,6.97159212820906
"2098","STAMARIL (D28)","FLUMIST (D30)",0,0,15,40,15,40,"",0,0,8.40357282801132e-14,13.0755360318435
"2099","STAMARIL (D28)","FLUENZ (D6-7)",0,0,9,40,9,40,"",0,0,4.86746943302453e-10,9.31269676710335
"2100","STAMARIL (D28)","MENACTRA (D3)",0,0,46,40,48,40,"",0,0,1.85316210921221e-25,24.7320865882057
"2101","STAMARIL (D28)","MENACTRA (D7)",0,0,14,40,14,40,"",0,0,3.08131003693744e-13,12.5112646014049
"2102","STAMARIL (D28)","WETVAX (D2-4)",0.014,2,99,38,101,40,"EIF3F, MX1",1.98,5,3.99906209799958e-32,31.3980418520282
"2103","STAMARIL (D28)","WETVAX (D5-7)",0.018,9,465,31,520,40,"IL7R, ITM2A, SNRPN, IL1RN, IRF9, LGALS9, LY6E, MX1, MYD88",1.73,22.5,9.07919087771831e-42,41.0419528533511
"2104","STAMARIL (D28)","WETVAX (D50-60)",0.003,1,312,39,314,40,"ATM",0.32,2.5,3.5156336936178e-51,50.4539963819282
"2105","STAMARIL (D28)","MVA85A (D2)",0.029,3,64,37,67,40,"IRF9, LGALS9, MX1",4.48,7.5,4.81556274279054e-25,24.3173529542698
"2106","STAMARIL (D28)","ZOSTAVAX (D1)",0,0,14,40,14,40,"",0,0,3.08131003693744e-13,12.5112646014049
"2107","STAMARIL (D28)","ZOSTAVAX (D3)",0.022,1,6,39,7,40,"MX1",14.29,2.5,7.47318806950363e-07,6.1264940881948
"2108","STAMARIL (D28)","YF VAX (ANY)",0,0,29,40,29,40,"",0,0,4.21576984151859e-20,19.3751231073038
"2109","STAMARIL (D28)","YF17D (D3)",0.024,2,44,38,94,40,"MX1, OASL",2.13,5,6.77330750917059e-22,21.1691992069118
"2110","STAMARIL (D28)","YF VAX (D4-7)",0.013,8,593,32,601,40,"EIF3F, RPL22, IL1RN, IRF9, LY6E, MX1, OASL, SHISA5",1.33,20,1.01694068705397e-46,45.9927043765132
"2111","STAMARIL (D28)","STAMARIL (D10)",0.059,19,284,21,303,40,"EIF3F, PABPC4, RPL22, STMN3, AP5B1, ASPRV1, EPSTI1, IL1RN, IRF9, LGALS9, LY6E, MX1, NAGA, NTNG2, OASL, RIPK3, RNF135, SHISA5, SIL1",6.27,47.5,2.47015523476503e-22,21.6072757530224
"2112","STAMARIL (D28)","STAMARIL (D14)",0.058,6,64,34,70,40,"ANAPC16, ATM, CMPK1, NAP1L1, MYO1F, SIL1",8.57,15,1.31801952270178e-21,20.8800781568597
"2113","STAMARIL (D28)","STAMARIL (D3)",0.084,28,12,295,40,323,"EIF3F, PABPC4, RPL22, RPLP0, STMN3, AP5B1, ASPRV1, CSRNP1, EPSTI1, FCER1G, HK3, IL1RN, IRF9, LGALS9, LY6E, MX1, MYD88, NAGA, NTNG2, OASL, OGFR, PRAM1, RIPK3, RNF135, RNF31, SHISA5, SIGLEC5, SIL1",70,8.67,1.63502823029e-12,11.786474744439
"2114","STAMARIL (D28)","STAMARIL (D60)",0.033,4,36,80,40,84,"STMN3, LGALS9, NAGA, SIL1",10,4.76,1.68431746295429e-26,25.7735760485755
"2115","STAMARIL (D28)","STAMARIL (D7)",0.072,35,5,448,40,483,"ANAPC16, ATM, EIF3F, IL7R, ITM2A, NAP1L1, PABPC4, RPL22, RPLP0, SNRPN, SNURF, STMN3, AP5B1, ASPRV1, CSRNP1, EPSTI1, FCER1G, HK3, IL1RN, IRF9, LGALS9, LY6E, MX1, MYD88, NAGA, NTNG2, OASL, OGFR, PRAM1, RIPK3, RNF135, RNF31, SHISA5, SIGLEC5, SIL1",87.5,7.25,2.91232787532401e-06,5.53575973292076
"2116","STAMARIL (D3)","RVSV ZEBOV (D7)",0.012,4,6,319,10,323,"HERC5, IFIT1, ISG15, RSAD2",40,1.24,1.24821191988595e-10,9.90371167441018
"2117","STAMARIL (D3)","LVS F TULARENSIS (H18)",0.023,9,69,314,78,323,"TAP2, TICAM1, CCR1, CD68, CD86, FCER1G, MYD88, TAP1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"2118","STAMARIL (D3)","LVS F TULARENSIS (H192)",0.023,9,69,314,78,323,"CCR1, CD68, FCER1G, TAP2, TICAM1, CD86, MYD88, TAP1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"2119","STAMARIL (D3)","LVS F TULARENSIS (H336)",0.023,9,69,314,78,323,"CD68, TAP2, TICAM1, CCR1, CD86, FCER1G, MYD88, TAP1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"2120","STAMARIL (D3)","LVS F TULARENSIS (H48)",0.023,9,69,314,78,323,"TAP2, CCR1, CD68, CD86, FCER1G, MYD88, TAP1, TICAM1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"2121","STAMARIL (D3)","CN54GP140 (D1)",0.006,3,169,320,174,323,"RPS18, WLS, SORL1",1.72,0.93,7.60613610176556e-131,130.118835907728
"2122","STAMARIL (D3)","CN54GP140 (D3)",0.005,2,72,321,74,323,"ARAP3, WLS",2.7,0.62,1.82225117800933e-77,76.739391760346
"2123","STAMARIL (D3)","CN54GP140 (D7)",0,0,49,323,49,323,"",0,0,1.8378925121154e-62,61.7356798916225
"2124","STAMARIL (D3)","CN54GP140 (H6)",0.002,1,99,322,100,323,"MYOF",1,0.31,3.14549567119441e-97,96.5023109081511
"2125","STAMARIL (D3)","HIV-1 GAG-POL NEF (D1)",0.111,234,1792,89,2029,323,"ABCC5, ADGRE3, BANK1, C12orf57, CAMK1D, CBX7, DDX3X, EEF1A1, EEF2, EIF3F, EIF3L, EIF4B, ELAPOR1, ATOSA, FBL, FCRLA, FOXO1, GNG7, H1-2, H4C3, KLHDC2, PABPC4, PRKDC, RFLNB, RPL18, RPL22, RPL3, RPL30, RPL35A, RPL37A, RPL4, RPL5, RPLP0, RPS13, RPS14, RPS18, RPS20, RPS29, RPS3, RPS4X, RPS5, RPS6, SEL1L3, SNHG29, SORL1, ABCA1, ABI3, ACOT9, ADA2, ADAP2, ADAR, AIM2, ANKFY1, AP5B1, ASCL2, ATF5, BCL6, BLVRA, BST2, C1QB, C3AR1, CAMK1, CASP1, CCR1, CD300C, CD68, CD86, CDKN1A, CDKN1C, CEACAM1, CNDP2, CPPED1, CREB5, CSF1R, CSRNP1, CST3, CTSL, CYBB, RIGI, DDX60, DHRS9, DHX58, DPYSL2, DRAP1, DUSP5, EIF2AK2, EPB41L3, EPSTI1, FBXO6, FCER1G, FCN1, FFAR2, FLVCR2, GADD45B, GBP1, GIMAP8, GLMP, GNA15, GORASP1, GPBAR1, GRN, HAVCR2, HERC5, HERC6, HK3, HMOX1, IFI16, IFI27, IFI30, IFI35, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IL1RN, IRF7, IRF9, ISG15, JUP, KCNMB1, KIAA0319L, LAP3, LGALS3BP, LGALS9, LHFPL2, LILRB1, LMO2, LY6E, MAFB, MARCO, MICB, MOV10, MS4A7, MT2A, MX1, MX2, MYD88, MYOF, NAGA, NAGK, NAMPT, NAPA, NPC2, NRROS, NTNG2, NUB1, OAS1, OAS2, OAS3, OASL, OGFR, OTOF, PARP10, PARP12, PARP14, PARP9, PHF11, PLAC8, PLAGL2, PLSCR1, HELZ2, PSME1, PSME2, RAB8A, RBCK1, RBM47, RGL1, RHBDF2, RIN2, RIPK3, RNF135, RNF31, RNH1, RRAS, RSAD2, RTP4, SAMD4A, SAMD9L, SCARB2, SCIMP, SCO2, SERPING1, SHFL, SHISA5, SIDT2, SIGLEC5, SIL1, SLC27A3, SLC2A6, SLC37A2, SMCO4, SNTB1, SORT1, SP110, SP140, SPATS2L, SRC, STAT1, STAT2, SUSD1, TAGLN, TAP1, TAP2, TCN2, TDRD7, TENT5A, TLR7, TMEM140, TMEM268, TNFSF10, TNFSF13B, TNS3, TOR1B, TRAFD1, TRIM21, TRIM22, TRIM26, TRIM38, TRIM5, TTYH3, TYMP, UBA7, UBE2L6, WARS1, XAF1, ZBP1, ZFYVE26, ZNFX1",11.53,72.45,2.27295808927021e-78,77.6434085720913
"2126","STAMARIL (D3)","HIV-1 GAG-POL NEF (D3)",0.202,78,64,245,142,323,"EIF4B, RFLNB, ABI3, AIM2, ANKFY1, C1QB, C3AR1, CCR1, CSF1R, CTSL, CX3CR1, CYSLTR1, RIGI, DDX60, DHX58, EIF2AK2, EPSTI1, FFAR2, FLVCR2, GBP1, GIMAP8, GPBAR1, GRN, HAVCR2, HERC5, HERC6, IFI16, IFI27, IFI44, IFI44L, IFI6, IFIH1, IFIT1, IFIT2, IFIT3, IFITM1, IFITM3, IL1RN, IRF9, JUP, LAP3, LGALS3BP, LGALS9, LY6E, MAFB, MOV10, MX1, MX2, MYOF, OAS1, OAS2, OAS3, OASL, PARP12, PARP9, PLSCR1, RSAD2, SAMD9L, SCARB2, SERPING1, SHISA5, SIDT2, SP110, STAT1, TAP1, TDRD7, TNFSF10, TNFSF13B, TOR1B, TRIM21, TRIM22, TRIM38, TRIM5, UBE2L6, WARS1, XAF1, ZBP1, ZNFX1",54.93,24.15,1.44706887486772e-33,32.8395107976556
"2127","STAMARIL (D3)","HPV-VLP (M2)",0.03,27,583,296,612,323,"DHRS9, GADD45B, GRN, HMOX1, ICAM3, IMPA2, IRS2, PABPC4, SORL1, ADAR, AIM2, ATF5, C1QB, CASP1, CDKN1A, RIGI, IFITM1, IL1RN, MICB, MT2A, NAMPT, PCK2, SERPING1, SLC2A6, TAP2, TNFSF10, WARS1",4.41,8.36,1.48066433886217e-208,207.829543383276
"2128","STAMARIL (D3)","INFLUENZA (D1)",0,0,26,323,26,323,"",0,0,8.06887811978977e-40,39.0931868444916
"2129","STAMARIL (D3)","PANDEMRIX (D1)",0.021,7,14,316,21,323,"CD86, IRF7, IRF9, MYD88, STAT1, TAP1, TLR7",33.33,2.17,5.46972140616186e-20,19.2620347933828
"2130","STAMARIL (D3)","FLUARIX FLUVIRIN (D3)",0.026,35,1020,288,1061,323,"GPR183, KLHDC2, SORL1, STMN3, ABI3, ADA, ADAP2, APOBEC3F, BLVRA, C3AR1, CASP1, CD300C, CD86, CDKN1C, CSF1R, CTSL, CX3CR1, CYSLTR1, DPYSL2, EPB41L3, FCER1G, GIMAP8, GNGT2, GPBAR1, HAVCR2, HMOX1, IFI16, MS4A7, NAGA, PLAC8, PRAM1, RAB8A, RRAS, SORT1, TMCO3",3.3,10.84,2.42400727974415e-255,254.615466080237
"2131","STAMARIL (D3)","INFLUENZA (D3)",0.006,2,38,321,40,323,"TLR7, PI3",5,0.62,2.00437817149987e-49,48.6980203355488
"2132","STAMARIL (D3)","PANDEMRIX (D3)",0.003,1,4,322,5,323,"TLR7",20,0.31,1.06902416427566e-08,7.97101247786609
"2133","STAMARIL (D3)","PANDEMRIX (D30)",0.003,1,5,322,6,323,"TLR7",16.67,0.31,1.95553200782133e-10,9.70873507119412
"2134","STAMARIL (D3)","FLUARIX FLUVIRIN (D7)",0.019,22,826,301,860,323,"BCL6, CDKN1A, CSRNP1, DUSP5, TENT5A, GADD45B, HAVCR2, MAD2L1BP, MAFB, NAMPT, NUB1, SERTAD1, ZC3HAV1, ZNF281, EEF1A1, GALM, IDH2, PRKDC, RPS27A, SEL1L3, STAT5B, TBC1D14",2.56,6.81,2.6729547330828e-252,251.573008396028
"2135","STAMARIL (D3)","INFLUENZA (D7)",0.003,1,71,322,72,323,"CDKN1A",1.39,0.31,2.66489898302001e-78,77.574319248907
"2136","STAMARIL (D3)","PANDEMRIX (D7)",0.056,19,14,304,33,323,"APOBEC3A, GBP1, IFI27, IFI30, IFI35, IFI44, IFIT1, IFIT2, IFIT3, IFITM1, MX1, MX2, OAS1, OAS2, OAS3, OASL, SERPING1, TRIM22, WARS1",57.58,5.88,3.85161524664794e-16,15.4143571028049
"2137","STAMARIL (D3)","INACTIVATED INFLUENZA (D0)",0,0,5,323,5,323,"",0,0,3.25922001303554e-11,10.4868863215778
"2138","STAMARIL (D3)","FLUZONE (D1)",0.009,3,9,320,13,323,"ORM1, IFIT3, SERPING1",23.08,0.93,1.81736529667084e-15,14.740557769234
"2139","STAMARIL (D3)","FLUZONE (D30)",0,0,16,323,16,323,"",0,0,9.85269472255733e-28,27.0064449732503
"2140","STAMARIL (D3)","FLUZONE (D7)",0,0,23,323,23,323,"",0,0,2.17983038932965e-36,35.6615772971495
"2141","STAMARIL (D3)","FLUMIST (D3)",0.048,72,1166,251,1245,323,"ABCA1, ABHD5, ARAP3, HYCC2, ATOSA, FOXO1, H1-2, RPS6KA5, SORL1, TMX4, TP53INP2, ADAP2, BLVRA, BST2, SMCO4, CASP1, CD86, ADA2, CNDP2, CST3, CYBB, DDX60, EPB41L3, FCER1G, FCN1, GPBAR1, GRN, HK3, IDH2, IFI16, IFI30, IFI35, IRF7, LILRB1, LMO2, MARCO, MX1, MX2, MYD88, MYOF, NAGA, NAGK, NUB1, OAS1, OAS2, OAS3, PARP12, PARP14, PCK2, PLAC8, PLSCR1, PRAM1, RAB8A, RNF135, RNH1, SAMD9L, SCARB2, SIDT2, SLC27A3, SLC2A6, SP110, STAT1, STAT2, SUSD1, TLR7, TNFSF10, TNFSF13B, TNS3, TOR1B, TRIM22, TRIM5, XAF1",5.78,22.29,2.38720900895668e-219,218.622109555244
"2142","STAMARIL (D3)","FLUMIST (D7)",0.021,55,2348,268,2445,323,"ABCA1, ABHD5, BCL6, CSRNP1, DUSP5, GPR183, HAVCR2, IFIT5, IFITM1, IRS2, KLHDC2, KLHL2, MAD2L1BP, NAMPT, NUB1, PHF11, PLAGL2, RFLNB, RUBCNL, SERTAD1, SLC3A2, TOPORS, ZC3HAV1, ZNF281, ZNFX1, ABI3, ADAP2, ALDH3B1, ANKFY1, APOBEC3F, ASCL2, C3AR1, CASP1, CSF1R, CX3CR1, DPYSL2, EEF1A1, GALM, GIMAP8, GLS, IFI16, KIAA0319L, LILRB1, MS4A7, RPS27A, SAMD9L, SCARB2, SP140, TDRD7, UBA7, IFI6, IFIT3, MX1, TNFSF10, OAS2",2.25,17.03,2.62263908245149e-314,313.581261471241
"2143","STAMARIL (D3)","FLUMIST (D1)",0,0,15,323,15,323,"",0,0,2.08753969434185e-26,25.6803652577032
"2144","STAMARIL (D3)","FLUENZ (D3-4)",0,0,6,323,6,323,"",0,0,5.94386628517119e-13,12.2259309691441
"2145","STAMARIL (D3)","FLUMIST (D30)",0,0,15,323,15,323,"",0,0,2.08753969434185e-26,25.6803652577032
"2146","STAMARIL (D3)","FLUENZ (D6-7)",0.003,1,8,322,9,323,"MICB",11.11,0.31,2.74256944770328e-15,14.5618423663522
"2147","STAMARIL (D3)","MENACTRA (D3)",0.011,4,42,319,48,323,"C3AR1, C1QA, C1QB, SERPING1",8.33,1.24,6.4522858508295e-51,50.1902864006309
"2148","STAMARIL (D3)","MENACTRA (D7)",0,0,14,323,14,323,"",0,0,4.70392277791698e-25,24.3275398164812
"2149","STAMARIL (D3)","WETVAX (D2-4)",0.047,19,82,304,101,323,"EIF3F, RPL13A, BCL6, CEACAM1, HERC5, IFI44, IFI44L, IFIT1, IFIT3, LAP3, MX1, NAMPT, RSAD2, SERPING1, STAT1, UBE2L6, VNN2, WARS1, ZNFX1",18.81,5.88,8.04275186348143e-68,67.0945953300272
